# 200
# <target neuron id> <source neuron id> <weight>
1	72	1
1	173	-1
5	149	-1
7	140	1
8	98	1
10	78	-1
10	179	1
11	135	1
12	171	1
14	180	1
15	62	-1
15	165	1
17	49	-1
17	152	1
19	16	-1
22	41	1
22	199	-1
23	159	1
24	196	1
27	113	1
28	56	1
30	144	1
31	177	1
32	13	-1
35	3	1
38	186	1
39	95	1
40	4	1
40	103	-1
41	76	1
41	18	-1
43	2	1
43	83	-1
45	11	1
46	118	1
47	120	1
48	110	-1
51	141	1
52	42	1
55	123	1
57	191	-1
58	43	1
59	57	1
60	23	1
61	150	-1
62	22	1
63	71	1
65	84	1
65	115	-1
67	195	1
68	5	1
68	148	-1
69	163	1
71	29	1
73	157	1
74	122	1
75	92	1
77	44	-1
77	145	1
79	162	-1
80	52	-1
80	105	1
81	75	1
83	50	-1
84	91	1
84	153	-1
85	178	1
87	121	1
88	77	1
89	101	1
90	24	1
91	176	1
92	21	1
96	190	1
97	125	-1
98	38	1
99	87	-1

# 200
# <target neuron id> <source neuron id> <weight>
1	72	1
1	173	-1
2	133	1
4	32	1
5	149	-1
5	116	1
6	39	1
7	140	1
8	98	1
9	51	1
10	78	-1
10	179	1
11	135	1
12	171	1
13	14	1
14	180	1
15	62	-1
15	165	1
16	146	1
17	49	-1
17	152	1
19	16	-1
19	184	1
20	68	1
22	41	1
22	199	-1
23	159	1
24	196	1
26	104	1
27	113	1
28	56	1
29	100	1
30	144	1
31	177	1
32	13	-1
32	112	1
35	3	1
36	59	-1
37	73	1
38	186	1
39	95	1
40	4	1
40	103	-1
41	76	1
41	18	-1
43	2	1
43	83	-1
45	11	1
46	118	1
47	120	1
48	54	1
48	110	-1
49	97	1
50	111	1
51	141	1
52	42	1
53	67	1
55	123	1
57	191	-1
57	137	1
58	43	1
58	174	-1
59	57	1
60	23	1
61	48	1
61	150	-1
62	22	1
63	71	1
65	84	1
65	115	-1
67	195	1
68	5	1
68	148	-1
69	163	1
71	29	1
73	157	1
74	122	1
75	92	1
77	44	-1
77	145	1
78	35	1
79	99	1
79	162	-1
80	52	-1
80	105	1
81	75	1
82	27	1
83	50	-1
84	91	1
84	153	-1
85	178	1
87	121	1
88	77	1
89	101	1
90	24	1
91	176	1
92	21	1
93	185	1
95	129	1
96	190	1
97	125	-1
98	38	1
99	87	-1
100	1	1

# 200
# <target neuron id> <source neuron id> <weight>
1	72	1
1	173	-1
2	133	1
4	32	1
5	149	-1
5	116	1
6	39	1
7	140	1
8	98	1
9	51	1
10	78	-1
10	179	1
11	135	1
12	171	1
13	14	1
14	180	1
15	62	-1
15	165	1
16	146	1
17	49	-1
17	152	1
19	16	-1
19	184	1
20	68	1
22	41	1
22	199	-1
23	159	1
24	196	1
26	104	1
27	113	1
28	56	1
29	100	1
30	144	1
31	177	1
32	13	-1
32	112	1
35	3	1
36	59	-1
37	73	1
38	186	1
39	95	1
40	4	1
40	103	-1
41	76	1
41	18	-1
43	2	1
43	83	-1
45	11	1
46	118	1
47	120	1
48	54	1
48	110	-1
49	97	1
50	111	1
51	141	1
52	42	1
53	67	1
55	123	1
57	191	-1
57	137	1
58	43	1
58	174	-1
59	57	1
60	23	1
61	48	1
61	150	-1
62	22	1
63	71	1
65	84	1
65	115	-1
67	195	1
68	5	1
68	148	-1
69	163	1
71	29	1
73	157	1
74	122	1
75	92	1
77	44	-1
77	145	1
78	35	1
79	99	1
79	162	-1
80	52	-1
80	105	1
81	75	1
82	27	1
83	50	-1
84	91	1
84	153	-1
85	178	1
87	121	1
88	77	1
89	101	1
90	24	1
91	176	1
92	21	1
93	185	1
95	129	1
96	190	1
97	125	-1
98	38	1
99	87	-1
100	1	1

# 200
# <target neuron id> <source neuron id> <weight>
1	59	-1
1	160	1
2	76	1
3	140	1
4	27	1
5	40	1
5	148	-1
7	97	1
8	178	1
9	67	1
10	164	1
11	131	1
12	79	1
13	30	1
14	165	1
15	54	1
15	93	-1
16	1	1
19	49	-1
20	196	1
21	161	1
22	157	1
22	150	-1
23	151	1
24	102	1
26	123	1
27	111	1
29	182	-1
29	109	1
30	152	1
31	81	1
32	169	1
33	116	1
34	117	1
35	3	1
35	103	-1
36	39	1
37	60	1
38	34	1
39	75	1
39	175	-1
40	4	1
41	63	1
41	115	-1
43	2	1
45	10	-1
46	163	1
47	18	-1
48	108	1
49	48	1
49	147	-1
50	192	1
51	41	1
52	35	1
53	47	1
54	73	1
55	53	1
56	159	1
57	98	1
58	136	1
59	50	-1
59	85	1
60	90	1
61	32	1
62	84	1
63	194	-1
64	36	1
65	69	-1
65	14	1
67	141	1
68	5	1
71	25	1
72	139	1
73	52	-1
73	184	1
74	82	-1
74	119	1
75	173	-1
76	65	1
77	137	1
78	121	1
79	51	1
80	44	-1
80	189	1
81	62	-1
81	186	1
83	42	1
84	142	1
86	94	1
88	64	1
89	101	1
90	21	1
91	162	-1
91	190	1
92	118	1
93	113	1
94	6	1
96	72	1
97	19	1
98	37	1
98	31	-1
99	132	1
100	187	1

# 200
# <target neuron id> <source neuron id> <weight>
1	59	-1
1	160	1
2	76	1
3	140	1
4	27	1
5	40	1
5	148	-1
7	97	1
8	178	1
9	67	1
10	164	1
11	131	1
12	79	1
13	30	1
14	165	1
15	54	1
15	93	-1
16	1	1
19	49	-1
20	196	1
21	161	1
22	157	1
22	150	-1
23	151	1
24	102	1
26	123	1
27	111	1
29	182	-1
29	109	1
30	152	1
31	81	1
32	169	1
33	116	1
34	117	1
35	3	1
35	103	-1
36	39	1
37	60	1
38	34	1
39	75	1
39	175	-1
40	4	1
41	63	1
41	115	-1
43	2	1
45	10	-1
46	163	1
47	18	-1
48	108	1
49	48	1
49	147	-1
50	192	1
51	41	1
52	35	1
53	47	1
54	73	1
55	53	1
56	159	1
57	98	1
58	136	1
59	50	-1
59	85	1
60	90	1
61	32	1
62	84	1
63	194	-1
64	36	1
65	69	-1
65	14	1
67	141	1
68	5	1
71	25	1
72	139	1
73	52	-1
73	184	1
74	82	-1
74	119	1
75	173	-1
76	65	1
77	137	1
78	121	1
79	51	1
80	44	-1
80	189	1
81	62	-1
81	186	1
83	42	1
84	142	1
86	94	1
88	64	1
89	101	1
90	21	1
91	162	-1
91	190	1
92	118	1
93	113	1
94	6	1
96	72	1
97	19	1
98	37	1
98	31	-1
99	132	1
100	187	1

# 200
# <target neuron id> <source neuron id> <weight>
1	72	1
1	173	-1
2	133	1
4	32	1
5	149	-1
5	116	1
6	39	1
7	140	1
8	98	1
9	51	1
10	78	-1
10	179	1
11	135	1
12	171	1
13	14	1
14	180	1
15	62	-1
15	165	1
16	146	1
17	49	-1
17	152	1
19	16	-1
19	184	1
20	68	1
22	41	1
22	199	-1
23	159	1
24	196	1
26	104	1
27	113	1
28	56	1
29	100	1
30	144	1
31	177	1
32	13	-1
32	112	1
35	3	1
36	59	-1
37	73	1
38	186	1
39	95	1
40	4	1
40	103	-1
41	76	1
41	18	-1
43	2	1
43	83	-1
45	11	1
46	118	1
47	120	1
48	54	1
48	110	-1
49	97	1
50	111	1
51	141	1
52	42	1
53	67	1
55	123	1
57	191	-1
57	137	1
58	43	1
58	174	-1
59	57	1
60	23	1
61	48	1
61	150	-1
62	22	1
63	71	1
65	84	1
65	115	-1
67	195	1
68	5	1
68	148	-1
69	163	1
71	29	1
73	157	1
74	122	1
75	92	1
77	44	-1
77	145	1
78	35	1
79	99	1
79	162	-1
80	52	-1
80	105	1
81	75	1
82	27	1
83	50	-1
84	91	1
84	153	-1
85	178	1
87	121	1
88	77	1
89	101	1
90	24	1
91	176	1
92	21	1
93	185	1
95	129	1
96	190	1
97	125	-1
98	38	1
99	87	-1
100	1	1

