# num_vertices: 51842
# num_edges: 426124
# min_x: -71.6522
# min_y: -122.577
# min_z: -30.2009
# Offset added
# min_x: 0
# min_y: 0
# min_z: 0
# min vertex degree: 6
# max vertex degree: 1246
# Vertices: 51842
# Add offset (x y z) to get original positions: (-71.652210 -122.577140 -30.200880)
# Position (x y z)	Area
70.587440 154.144300 54.944260 	lh.superiorfrontal
82.965080 170.074810 39.075430 	rh.frontalpole
70.137460 160.973530 52.013710 	lh.medialorbitofrontal
69.475510 149.444270 59.486140 	lh.superiorfrontal
80.978190 174.110220 48.141600 	rh.frontalpole
76.528300 152.482620 55.211420 	rh.medialorbitofrontal
71.459590 165.844110 44.316140 	rh.medialorbitofrontal
68.056060 154.733990 51.046470 	lh.medialorbitofrontal
20.393300 145.379660 42.215400 	lh.parsorbitalis
25.071820 145.296930 37.046280 	lh.parsorbitalis
27.144340 149.044240 36.996820 	lh.parsorbitalis
68.212760 148.333180 47.292560 	lh.rostralanteriorcingulate
70.073600 157.843890 39.856230 	lh.medialorbitofrontal
68.135330 157.909910 32.714450 	lh.medialorbitofrontal
73.192850 163.444470 33.303940 	rh.lateralorbitofrontal
66.649680 159.287510 56.848880 	lh.superiorfrontal
66.831020 155.277050 51.979330 	lh.medialorbitofrontal
76.957840 150.713320 56.224180 	rh.superiorfrontal
69.236790 156.093090 51.470690 	lh.medialorbitofrontal
68.719260 157.174800 52.859090 	lh.medialorbitofrontal
86.568300 170.750230 40.681270 	rh.frontalpole
76.456800 157.313670 48.054300 	rh.medialorbitofrontal
76.460100 156.110160 47.797750 	rh.medialorbitofrontal
70.120380 146.787380 65.736200 	rh.superiorfrontal
70.297660 157.774710 49.960710 	lh.medialorbitofrontal
72.480640 142.253250 57.959510 	rh.rostralanteriorcingulate
71.472650 144.913130 59.641250 	rh.rostralanteriorcingulate
70.798550 145.293830 57.382000 	rh.rostralanteriorcingulate
73.470580 142.281420 61.344430 	rh.superiorfrontal
70.171720 157.592390 47.982650 	lh.medialorbitofrontal
68.468480 159.465790 46.775340 	lh.medialorbitofrontal
67.216960 149.689170 46.736620 	lh.rostralanteriorcingulate
67.591380 158.956470 31.978300 	lh.medialorbitofrontal
25.107920 143.088480 77.308890 	lh.rostralmiddlefrontal
37.596000 149.657810 73.296920 	lh.rostralmiddlefrontal
67.719680 160.231280 32.241500 	lh.medialorbitofrontal
80.002270 165.117870 31.020310 	rh.lateralorbitofrontal
67.239040 156.529160 53.211940 	lh.medialorbitofrontal
71.021040 135.565420 65.304440 	rh.rostralanteriorcingulate
71.225260 136.336250 64.135100 	rh.rostralanteriorcingulate
77.407640 141.227320 61.930200 	rh.rostralanteriorcingulate
74.772150 141.734990 60.975590 	rh.superiorfrontal
70.189510 147.509940 67.238350 	rh.superiorfrontal
69.171810 159.012370 48.009870 	lh.medialorbitofrontal
68.995150 160.369520 49.626560 	lh.medialorbitofrontal
70.056730 162.393330 54.394310 	lh.medialorbitofrontal
70.213420 146.450320 61.972590 	rh.superiorfrontal
70.350560 146.740470 60.282820 	rh.superiorfrontal
70.435570 145.389810 56.524810 	lh.rostralanteriorcingulate
77.048800 161.207000 29.195320 	rh.lateralorbitofrontal
67.128060 160.521390 58.270460 	lh.medialorbitofrontal
69.030840 160.229920 58.634610 	lh.superiorfrontal
65.679230 161.575480 59.074630 	lh.superiorfrontal
68.976520 158.239450 53.673650 	lh.medialorbitofrontal
66.113580 157.074760 54.102910 	lh.medialorbitofrontal
64.632780 156.697500 53.839210 	lh.medialorbitofrontal
65.921200 158.048380 55.077000 	lh.medialorbitofrontal
77.691760 155.763730 67.167970 	rh.superiorfrontal
69.774810 162.263360 39.788950 	lh.medialorbitofrontal
65.982610 148.807760 45.468340 	lh.rostralanteriorcingulate
73.876360 147.387520 43.695170 	rh.medialorbitofrontal
71.725350 151.108780 38.502990 	rh.medialorbitofrontal
69.065020 161.641240 35.043390 	lh.medialorbitofrontal
69.770000 159.381480 53.308410 	lh.medialorbitofrontal
68.657870 159.194290 55.388020 	lh.medialorbitofrontal
77.887770 155.610110 47.368050 	rh.medialorbitofrontal
70.891150 158.606790 48.951890 	rh.medialorbitofrontal
72.486910 167.523750 53.582970 	rh.medialorbitofrontal
71.112980 158.561510 51.908820 	rh.superiorfrontal
69.451260 160.337400 55.022770 	lh.medialorbitofrontal
64.310120 158.401710 55.559340 	lh.medialorbitofrontal
69.990260 145.920190 62.738720 	lh.rostralanteriorcingulate
71.190570 156.076580 56.976520 	lh.superiorfrontal
70.495310 156.973920 56.359520 	lh.superiorfrontal
70.843600 144.670050 62.135950 	rh.superiorfrontal
71.947590 143.590280 60.733620 	rh.superiorfrontal
74.319250 156.209200 54.913200 	rh.superiorfrontal
81.202990 166.966500 61.057800 	rh.superiorfrontal
66.535460 158.606680 55.803500 	lh.superiorfrontal
72.774690 151.576470 60.601850 	rh.superiorfrontal
68.012810 161.591070 49.860010 	lh.medialorbitofrontal
74.328740 152.997030 56.964140 	rh.superiorfrontal
73.966520 154.280160 56.945540 	rh.superiorfrontal
74.540690 157.581780 57.978700 	rh.superiorfrontal
77.574470 154.889020 67.042670 	rh.superiorfrontal
66.629370 161.508860 49.083570 	lh.medialorbitofrontal
68.175910 162.630820 50.939040 	lh.medialorbitofrontal
86.102240 171.865700 45.101850 	rh.frontalpole
66.373240 161.899490 48.801420 	lh.medialorbitofrontal
79.712800 172.824030 44.362950 	rh.frontalpole
74.986650 155.190220 47.895920 	rh.medialorbitofrontal
68.187480 161.874940 45.999100 	lh.medialorbitofrontal
69.091120 164.891440 38.024710 	lh.medialorbitofrontal
68.727800 164.385370 36.306130 	lh.medialorbitofrontal
76.814570 164.900130 32.166700 	rh.frontalpole
70.482800 164.584700 39.734520 	rh.frontalpole
70.740560 164.837200 38.597810 	rh.frontalpole
71.078440 165.820520 41.284950 	rh.frontalpole
85.219820 168.627000 34.833370 	rh.frontalpole
85.174460 157.196780 36.108970 	rh.lateralorbitofrontal
84.185850 158.189480 34.904040 	rh.lateralorbitofrontal
83.535050 159.824790 34.031290 	rh.lateralorbitofrontal
82.653580 162.391020 31.223670 	rh.lateralorbitofrontal
76.571490 163.747190 31.463750 	rh.lateralorbitofrontal
81.497920 161.791640 28.845400 	rh.lateralorbitofrontal
76.975250 149.628050 45.842200 	rh.medialorbitofrontal
77.610140 148.716320 45.297020 	rh.medialorbitofrontal
78.005480 150.002610 45.775360 	rh.medialorbitofrontal
77.215130 152.139860 46.365590 	rh.medialorbitofrontal
72.663170 154.376250 38.900040 	rh.medialorbitofrontal
77.425660 154.871860 47.134610 	rh.medialorbitofrontal
71.390990 159.948060 31.544310 	rh.medialorbitofrontal
76.341300 157.986120 48.314760 	rh.medialorbitofrontal
70.941170 158.943220 41.725030 	rh.medialorbitofrontal
72.247880 161.076630 31.843720 	rh.medialorbitofrontal
76.899930 160.447740 49.355790 	rh.medialorbitofrontal
76.765370 160.443430 49.332920 	rh.medialorbitofrontal
70.631320 162.747460 44.677110 	rh.medialorbitofrontal
70.125570 162.469570 42.763040 	rh.medialorbitofrontal
75.877530 161.559420 50.255940 	rh.medialorbitofrontal
96.162460 158.121020 36.861020 	rh.rostralmiddlefrontal
83.315150 163.083040 32.393090 	rh.rostralmiddlefrontal
84.202210 165.474480 32.760040 	rh.rostralmiddlefrontal
89.895580 167.230770 35.093980 	rh.rostralmiddlefrontal
89.025170 166.041760 34.477080 	rh.rostralmiddlefrontal
87.745880 167.079260 34.335080 	rh.rostralmiddlefrontal
86.660780 166.342680 33.723230 	rh.rostralmiddlefrontal
83.727190 167.004270 33.153180 	rh.rostralmiddlefrontal
87.790520 169.282150 36.228830 	rh.rostralmiddlefrontal
73.063670 137.841420 89.997660 	rh.superiorfrontal
73.762210 138.841880 89.401900 	rh.superiorfrontal
72.216220 138.957270 88.274060 	rh.superiorfrontal
72.162540 139.914410 87.117850 	rh.superiorfrontal
74.823850 137.444690 93.056040 	rh.superiorfrontal
71.207370 140.149850 86.038430 	rh.superiorfrontal
72.320760 139.010120 94.695540 	rh.superiorfrontal
74.481930 138.623290 92.114860 	rh.superiorfrontal
73.356230 139.390990 92.865350 	rh.superiorfrontal
77.902110 156.214290 27.571340 	rh.lateralorbitofrontal
75.831700 156.577990 28.305510 	rh.lateralorbitofrontal
77.175260 158.729880 28.199870 	rh.lateralorbitofrontal
78.635100 161.905760 28.652520 	rh.lateralorbitofrontal
74.216990 156.867510 28.470570 	rh.medialorbitofrontal
66.490490 163.063670 60.492450 	lh.medialorbitofrontal
68.594320 162.762130 61.296680 	lh.superiorfrontal
67.889510 159.234620 56.190850 	lh.medialorbitofrontal
66.951390 159.969840 57.133700 	lh.medialorbitofrontal
69.800920 161.362130 55.390200 	lh.medialorbitofrontal
68.178930 152.863880 80.386840 	lh.superiorfrontal
77.937790 165.643750 62.079740 	rh.superiorfrontal
84.797710 172.368700 44.425730 	rh.frontalpole
72.169030 166.772790 68.734950 	rh.superiorfrontal
68.466610 163.205970 46.677300 	lh.medialorbitofrontal
87.903040 170.388290 42.813380 	rh.frontalpole
96.640530 164.534660 51.357980 	rh.rostralmiddlefrontal
81.107930 169.411910 39.378070 	rh.frontalpole
73.672030 158.174100 29.476950 	rh.medialorbitofrontal
71.049240 163.607720 48.619710 	rh.medialorbitofrontal
71.453580 164.021590 53.612870 	rh.superiorfrontal
76.412840 159.709060 29.064000 	rh.lateralorbitofrontal
81.703630 162.824380 29.793030 	rh.lateralorbitofrontal
73.792330 160.855210 31.099870 	rh.medialorbitofrontal
77.072500 170.963940 39.327220 	rh.frontalpole
70.753740 150.103500 46.621880 	rh.medialorbitofrontal
75.643910 153.869880 26.904060 	rh.medialorbitofrontal
65.597340 159.341900 56.746240 	lh.superiorfrontal
67.241290 160.749770 57.801290 	lh.superiorfrontal
63.427010 143.882140 66.660220 	lh.rostralanteriorcingulate
69.817000 144.564180 63.947580 	lh.rostralanteriorcingulate
67.791120 147.168070 63.938040 	lh.rostralanteriorcingulate
66.475570 148.056760 62.910810 	lh.rostralanteriorcingulate
64.909910 147.925920 62.998280 	lh.rostralanteriorcingulate
69.221210 147.174440 62.798670 	lh.rostralanteriorcingulate
64.151070 148.388940 61.847490 	lh.rostralanteriorcingulate
68.184490 148.021810 60.974680 	lh.rostralanteriorcingulate
67.556770 142.948560 71.347740 	lh.superiorfrontal
68.130370 145.050290 68.179650 	lh.superiorfrontal
70.257790 146.212180 71.578540 	lh.superiorfrontal
70.667340 148.741200 71.296420 	lh.superiorfrontal
70.759740 151.961640 75.072610 	lh.superiorfrontal
70.976620 151.428980 70.065330 	lh.superiorfrontal
70.888580 151.130240 73.157000 	lh.superiorfrontal
65.709630 150.226310 64.998510 	lh.superiorfrontal
64.679710 149.321420 64.603410 	lh.superiorfrontal
64.733770 149.079770 62.373260 	lh.superiorfrontal
69.696900 150.118910 61.076320 	lh.superiorfrontal
68.420860 149.759050 62.381120 	lh.superiorfrontal
66.013160 149.036180 61.454290 	lh.superiorfrontal
67.010850 151.025820 64.911260 	lh.superiorfrontal
68.394290 150.888000 63.807090 	lh.superiorfrontal
70.817920 152.062490 59.970140 	lh.superiorfrontal
70.446820 151.293860 61.290450 	lh.superiorfrontal
67.223310 152.621960 65.188310 	lh.superiorfrontal
69.848970 160.425740 59.866290 	lh.superiorfrontal
69.768110 161.469840 61.239250 	lh.superiorfrontal
70.412880 162.721510 64.292490 	lh.superiorfrontal
67.728990 165.484300 62.907140 	lh.superiorfrontal
68.527330 164.222200 69.414190 	lh.superiorfrontal
81.292190 172.548970 45.171460 	rh.frontalpole
117.295350 148.771690 36.145270 	rh.parsorbitalis
94.890370 159.229020 57.910690 	rh.rostralmiddlefrontal
97.853190 165.526770 52.098030 	rh.rostralmiddlefrontal
93.403090 167.066400 49.859360 	rh.rostralmiddlefrontal
98.721740 166.236530 53.948240 	rh.rostralmiddlefrontal
93.725120 170.514440 51.312670 	rh.rostralmiddlefrontal
94.141660 169.521720 40.698920 	rh.rostralmiddlefrontal
94.561910 168.137050 39.284050 	rh.rostralmiddlefrontal
99.133900 166.144390 55.587760 	rh.rostralmiddlefrontal
70.212550 146.288930 68.805570 	rh.superiorfrontal
69.930830 147.830330 63.069080 	rh.superiorfrontal
70.559590 149.826860 62.535510 	rh.superiorfrontal
70.895120 150.237110 61.157100 	rh.superiorfrontal
70.311350 149.690920 73.978900 	rh.superiorfrontal
71.823600 152.207680 68.559460 	rh.superiorfrontal
70.784730 151.374940 68.518440 	rh.superiorfrontal
70.983120 161.873950 64.560560 	rh.superiorfrontal
69.615710 162.326010 57.215480 	lh.medialorbitofrontal
82.878160 171.354460 41.435370 	rh.frontalpole
88.035160 165.288280 48.122520 	rh.rostralmiddlefrontal
72.415940 151.652430 61.342570 	rh.superiorfrontal
68.145990 163.538950 49.850740 	lh.medialorbitofrontal
69.871550 163.357220 56.219620 	lh.medialorbitofrontal
69.625720 144.884160 74.290780 	lh.superiorfrontal
83.765210 172.531820 45.588660 	rh.frontalpole
69.920790 160.109950 47.485290 	rh.medialorbitofrontal
69.923480 160.453150 45.701860 	rh.medialorbitofrontal
90.934010 161.817070 50.601780 	rh.rostralmiddlefrontal
101.650130 166.112480 54.954180 	rh.rostralmiddlefrontal
92.731280 171.342860 51.630650 	rh.rostralmiddlefrontal
77.248390 151.904660 65.628940 	rh.superiorfrontal
71.824000 152.478400 66.654460 	rh.superiorfrontal
74.177090 157.074340 58.256880 	rh.superiorfrontal
72.458960 167.496000 55.865310 	rh.superiorfrontal
74.772180 159.545610 29.876430 	rh.lateralorbitofrontal
74.894600 161.843700 31.289390 	rh.lateralorbitofrontal
73.233760 135.147450 70.184910 	rh.rostralanteriorcingulate
73.011830 136.051960 68.687310 	rh.rostralanteriorcingulate
75.227770 139.197070 65.522740 	rh.rostralanteriorcingulate
74.956780 140.636510 62.715510 	rh.rostralanteriorcingulate
77.279190 141.119470 61.294620 	rh.rostralanteriorcingulate
74.555040 135.282750 70.462550 	rh.superiorfrontal
67.917970 162.789940 59.200380 	lh.medialorbitofrontal
68.787690 162.120460 58.318480 	lh.medialorbitofrontal
70.826110 151.087810 63.684120 	rh.superiorfrontal
74.583360 151.825240 60.140910 	rh.superiorfrontal
74.712000 152.203620 59.184530 	rh.superiorfrontal
78.121100 154.902300 67.096850 	rh.superiorfrontal
71.991080 157.613060 51.793620 	rh.medialorbitofrontal
67.726760 162.889840 48.489670 	lh.medialorbitofrontal
81.865990 173.180400 46.939920 	rh.frontalpole
97.594690 163.751280 52.478630 	rh.rostralmiddlefrontal
95.143190 163.357730 50.594960 	rh.rostralmiddlefrontal
97.804070 167.503020 53.278300 	rh.rostralmiddlefrontal
73.592340 154.120020 47.944220 	rh.medialorbitofrontal
70.720030 155.675970 47.665170 	rh.medialorbitofrontal
76.932620 157.146610 28.284100 	rh.lateralorbitofrontal
83.667360 159.810830 31.918110 	rh.lateralorbitofrontal
70.514520 161.261540 48.795370 	rh.medialorbitofrontal
67.744590 163.710400 60.120410 	lh.medialorbitofrontal
68.445830 159.220610 68.782550 	lh.superiorfrontal
70.782640 157.024290 61.778570 	lh.superiorfrontal
66.813060 159.059550 73.773090 	lh.superiorfrontal
70.790490 158.776630 61.858710 	lh.superiorfrontal
67.725140 160.501550 73.204120 	lh.superiorfrontal
66.359160 161.631490 71.396030 	lh.superiorfrontal
70.563490 160.304280 62.548550 	lh.superiorfrontal
71.217750 162.503510 79.119370 	lh.superiorfrontal
69.120970 160.619980 66.346330 	lh.superiorfrontal
66.282390 169.135250 74.568240 	lh.superiorfrontal
76.625710 157.898200 67.864110 	rh.superiorfrontal
70.617510 158.551180 65.908150 	rh.superiorfrontal
70.843420 158.367060 62.690840 	rh.superiorfrontal
71.125910 161.727940 67.796770 	rh.superiorfrontal
85.960860 170.118520 70.651980 	rh.superiorfrontal
84.926900 170.212350 71.755630 	rh.superiorfrontal
83.254880 170.369280 68.354430 	rh.superiorfrontal
83.227130 170.659610 71.245590 	rh.superiorfrontal
82.432850 171.130610 69.704590 	rh.superiorfrontal
79.298470 172.693630 70.195340 	rh.superiorfrontal
79.714800 174.502820 62.646130 	rh.superiorfrontal
67.405340 153.800560 65.309360 	lh.superiorfrontal
67.878110 165.811200 62.128260 	lh.medialorbitofrontal
50.715590 98.778790 38.887040 	lh.medialorbitofrontal
118.011460 126.624030 32.302830 	rh.superiortemporal
112.355180 128.205850 18.730550 	rh.superiortemporal
20.625410 45.804580 56.372620 	lh.middletemporal
13.391670 48.147310 55.191470 	lh.middletemporal
19.827950 47.852280 55.360480 	lh.middletemporal
10.012680 46.014390 61.322410 	lh.middletemporal
10.910760 45.846780 58.761080 	lh.middletemporal
9.961510 47.126450 63.799240 	lh.middletemporal
9.096250 47.488570 60.754420 	lh.middletemporal
10.318290 47.402700 58.497830 	lh.middletemporal
12.385700 47.129490 56.556420 	lh.middletemporal
13.603400 47.201940 55.922950 	lh.middletemporal
10.860410 47.287100 64.926670 	lh.middletemporal
8.739470 48.604950 63.417410 	lh.middletemporal
9.911960 48.856750 65.184900 	lh.middletemporal
13.580980 48.543800 55.620640 	lh.middletemporal
11.615440 48.462980 56.751390 	lh.middletemporal
15.949790 49.497540 54.372860 	lh.middletemporal
10.746860 46.131720 46.421760 	lh.middletemporal
8.651540 49.534460 64.481860 	lh.middletemporal
10.359250 49.892000 65.858600 	lh.middletemporal
9.334940 47.881650 59.517530 	lh.middletemporal
8.494170 48.850160 62.030070 	lh.middletemporal
10.556780 48.640600 57.661470 	lh.middletemporal
8.924500 49.494270 59.524230 	lh.middletemporal
10.218600 49.869180 57.833600 	lh.middletemporal
12.065970 49.332310 56.190060 	lh.middletemporal
18.327950 49.738050 54.313950 	lh.middletemporal
9.696370 45.926980 48.790010 	lh.middletemporal
10.413230 46.568260 52.543660 	lh.middletemporal
9.638170 46.199630 47.481640 	lh.middletemporal
8.767480 46.730520 49.739490 	lh.middletemporal
8.929070 47.571520 47.094340 	lh.middletemporal
7.583410 51.285020 64.586480 	lh.middletemporal
11.714920 50.033920 66.165800 	lh.middletemporal
9.208760 51.394510 66.183010 	lh.middletemporal
13.261880 49.671120 65.592730 	lh.middletemporal
11.664070 51.892750 66.481040 	lh.middletemporal
7.678420 50.302730 61.858330 	lh.middletemporal
14.277070 51.180630 65.434360 	lh.middletemporal
17.004570 49.727580 54.303160 	lh.middletemporal
8.905570 46.646590 51.299640 	lh.middletemporal
10.537310 47.127570 54.175770 	lh.middletemporal
7.723370 47.767730 52.335700 	lh.middletemporal
8.277900 47.751460 48.543770 	lh.middletemporal
7.815840 48.462640 48.946270 	lh.middletemporal
7.092540 48.698930 50.411370 	lh.middletemporal
7.142710 49.702250 48.387560 	lh.middletemporal
9.566500 48.079680 45.935800 	lh.middletemporal
7.870050 50.552670 60.589380 	lh.middletemporal
6.856650 51.808070 63.350290 	lh.middletemporal
13.092560 52.441320 65.995040 	lh.middletemporal
6.592830 52.287810 60.410890 	lh.middletemporal
9.570710 50.242800 58.676660 	lh.middletemporal
15.949310 52.970660 64.458650 	lh.middletemporal
10.908610 51.270380 57.401700 	lh.middletemporal
10.259670 51.644020 58.244750 	lh.middletemporal
7.987370 48.192860 54.271110 	lh.middletemporal
9.293660 47.631030 54.867190 	lh.middletemporal
7.235270 49.406070 55.391840 	lh.middletemporal
9.842060 48.719180 56.308750 	lh.middletemporal
11.085720 48.216810 55.617270 	lh.middletemporal
9.237270 49.803460 57.792610 	lh.middletemporal
6.892770 48.843140 51.773470 	lh.middletemporal
6.002120 50.242450 52.194250 	lh.middletemporal
6.419410 49.937450 49.852550 	lh.middletemporal
8.753560 50.531600 46.525040 	lh.middletemporal
10.144750 52.484480 66.561000 	lh.middletemporal
9.704540 53.687910 66.652960 	lh.middletemporal
7.692290 52.109850 65.615820 	lh.middletemporal
7.133100 53.436720 65.813190 	lh.middletemporal
13.613560 53.854720 65.727000 	lh.middletemporal
5.765500 53.398480 63.458960 	lh.middletemporal
11.875610 48.935830 55.760890 	lh.middletemporal
7.935710 49.927440 57.471790 	lh.middletemporal
6.040930 50.420120 54.680240 	lh.middletemporal
7.479390 50.676060 47.709300 	lh.middletemporal
6.805940 52.042370 48.375580 	lh.middletemporal
5.802870 50.811320 50.740390 	lh.middletemporal
9.471390 51.842910 46.442660 	lh.middletemporal
10.913920 55.180660 66.463660 	lh.middletemporal
6.058480 54.627850 65.461580 	lh.middletemporal
12.657260 55.339380 66.020490 	lh.middletemporal
7.185040 50.852190 58.135770 	lh.middletemporal
10.301590 51.277470 58.008480 	lh.middletemporal
5.575280 50.876980 53.289790 	lh.middletemporal
5.394800 51.614910 55.547620 	lh.middletemporal
4.912420 52.078420 53.179640 	lh.middletemporal
5.227220 52.547330 50.494340 	lh.middletemporal
7.832710 53.030550 47.912010 	lh.middletemporal
5.664220 53.083770 49.403230 	lh.middletemporal
9.225030 52.974460 47.163270 	lh.middletemporal
6.690990 54.071950 48.939550 	lh.middletemporal
9.761410 52.570380 46.565630 	lh.middletemporal
5.252930 54.799150 64.731810 	lh.middletemporal
6.661610 57.659810 65.753240 	lh.middletemporal
12.773320 58.232690 65.217090 	lh.middletemporal
4.564780 56.338440 64.448450 	lh.middletemporal
5.310060 53.628280 61.788390 	lh.middletemporal
5.838480 51.525610 56.922970 	lh.middletemporal
6.522310 52.081350 59.361960 	lh.middletemporal
5.175750 52.754770 58.149160 	lh.middletemporal
4.291610 54.358820 57.198180 	lh.middletemporal
4.684120 52.544630 54.521210 	lh.middletemporal
4.225410 53.637070 54.122140 	lh.middletemporal
4.764660 53.179890 51.838040 	lh.middletemporal
4.266260 54.312190 52.242050 	lh.middletemporal
4.712510 54.083320 44.214510 	lh.middletemporal
5.968820 54.832530 47.061770 	lh.middletemporal
4.483500 55.478010 44.471940 	lh.middletemporal
9.741080 54.003200 66.923260 	lh.supramarginal
10.116650 57.611750 66.009450 	lh.middletemporal
5.144580 57.929350 64.915540 	lh.middletemporal
8.287030 58.475500 65.746420 	lh.middletemporal
4.018560 56.491490 62.861500 	lh.middletemporal
4.638920 59.422630 64.010120 	lh.middletemporal
4.252320 55.182000 61.474420 	lh.middletemporal
3.475460 57.695590 62.210110 	lh.middletemporal
3.935640 55.604450 58.770150 	lh.middletemporal
3.516020 59.035820 62.891300 	lh.middletemporal
3.006650 58.147620 60.203040 	lh.middletemporal
3.990300 54.718820 54.985590 	lh.middletemporal
3.372800 56.476560 54.194460 	lh.middletemporal
3.850600 55.752250 51.650830 	lh.middletemporal
6.637050 55.235710 48.924480 	lh.middletemporal
7.413660 54.608100 47.631100 	lh.middletemporal
5.123620 56.098830 46.493460 	lh.middletemporal
4.931430 56.964240 43.646690 	lh.middletemporal
5.110830 56.925750 42.108420 	lh.middletemporal
5.448240 57.482010 38.305300 	lh.middletemporal
11.368800 58.527970 65.281410 	lh.middletemporal
8.789070 59.701270 64.617360 	lh.middletemporal
10.711080 59.707750 64.331320 	lh.middletemporal
11.675450 60.444540 63.120770 	lh.middletemporal
5.261380 60.589770 63.411580 	lh.middletemporal
3.260380 60.536660 61.370110 	lh.middletemporal
3.233080 57.365980 58.150150 	lh.middletemporal
2.971550 57.878080 55.787140 	lh.middletemporal
3.193290 56.834850 52.739850 	lh.middletemporal
4.733100 56.321220 50.140610 	lh.middletemporal
5.570490 57.585070 45.668200 	lh.middletemporal
5.394460 58.162070 41.727210 	lh.middletemporal
4.839970 58.337640 40.185150 	lh.middletemporal
4.920900 59.761650 42.340370 	lh.middletemporal
8.223770 60.527630 63.342030 	lh.middletemporal
6.827150 60.738540 63.034070 	lh.middletemporal
6.687740 61.652930 61.207870 	lh.middletemporal
5.121960 61.504160 61.585380 	lh.middletemporal
7.637530 61.708310 60.088380 	lh.middletemporal
2.905490 60.018420 59.772180 	lh.middletemporal
4.243870 61.836770 60.662740 	lh.middletemporal
2.526750 61.481850 58.136680 	lh.middletemporal
9.125880 61.546620 57.948080 	lh.middletemporal
7.605550 62.148220 58.424720 	lh.middletemporal
6.446420 63.080510 57.839750 	lh.middletemporal
2.367460 59.249950 55.857750 	lh.middletemporal
2.127960 60.825700 56.952220 	lh.middletemporal
2.140800 59.800830 54.216680 	lh.middletemporal
2.766790 58.569250 51.911830 	lh.middletemporal
4.735900 57.485580 49.354410 	lh.middletemporal
5.641880 58.110750 46.743690 	lh.middletemporal
4.894720 59.264880 46.016670 	lh.middletemporal
4.769840 63.022400 58.768750 	lh.middletemporal
3.407610 63.184640 57.840740 	lh.middletemporal
1.791500 61.985170 55.647660 	lh.middletemporal
6.608170 64.128800 56.440970 	lh.middletemporal
2.300130 59.741050 52.494530 	lh.middletemporal
1.750500 61.270180 54.358290 	lh.middletemporal
1.953020 61.228260 51.590020 	lh.middletemporal
3.426900 58.652100 50.036690 	lh.middletemporal
3.186150 60.011490 49.015320 	lh.middletemporal
5.360800 60.273520 44.977200 	lh.middletemporal
3.747990 59.998020 47.606030 	lh.middletemporal
4.754410 61.440830 46.043310 	lh.middletemporal
7.055570 62.499810 45.339340 	lh.middletemporal
4.920550 58.459510 38.834630 	lh.middletemporal
5.606460 59.340640 36.212820 	lh.middletemporal
5.158350 65.799860 55.621360 	lh.middletemporal
1.925460 63.834470 55.384180 	lh.middletemporal
1.642860 62.053750 52.706160 	lh.middletemporal
1.575150 63.723890 52.163450 	lh.middletemporal
2.178930 61.414760 49.985980 	lh.middletemporal
3.573640 61.396610 47.159080 	lh.middletemporal
2.271700 63.048750 49.333060 	lh.middletemporal
5.542510 62.736120 45.957220 	lh.middletemporal
4.816590 59.858410 37.477660 	lh.middletemporal
4.366410 59.937230 40.798760 	lh.middletemporal
6.377520 61.824160 35.912610 	lh.middletemporal
4.087280 61.367290 37.878860 	lh.middletemporal
3.142780 64.377780 56.392790 	lh.middletemporal
1.816750 64.789610 53.552130 	lh.middletemporal
2.593130 66.409200 53.593990 	lh.middletemporal
1.979140 64.532370 50.394390 	lh.middletemporal
3.104560 63.044070 47.915340 	lh.middletemporal
2.485070 66.414850 50.611440 	lh.middletemporal
3.810180 64.772130 47.847690 	lh.middletemporal
8.265310 63.704100 45.927870 	lh.middletemporal
7.714830 65.086670 46.805210 	lh.middletemporal
5.066310 64.422140 47.005210 	lh.middletemporal
3.718750 61.569040 39.848320 	lh.middletemporal
5.158600 60.875300 43.284520 	lh.middletemporal
7.965990 62.960410 36.312860 	lh.middletemporal
5.450200 63.240620 36.881410 	lh.middletemporal
3.769410 65.890970 55.481870 	lh.middletemporal
6.028890 65.567300 47.264670 	lh.middletemporal
8.262350 66.550500 47.432470 	lh.middletemporal
5.772210 67.079950 48.139970 	lh.middletemporal
3.749300 66.536620 48.870600 	lh.middletemporal
7.129980 62.647710 45.090330 	lh.middletemporal
4.605370 62.323300 43.857720 	lh.middletemporal
3.115270 63.571350 40.533270 	lh.middletemporal
7.037620 64.376860 37.280530 	lh.middletemporal
4.333190 63.144740 37.542550 	lh.middletemporal
2.858510 67.225940 52.422380 	lh.middletemporal
5.519740 68.440900 53.703200 	lh.middletemporal
3.983510 68.310470 52.924680 	lh.middletemporal
4.748740 67.698190 48.903540 	lh.middletemporal
4.984980 68.744480 49.838300 	lh.middletemporal
3.258140 67.128800 50.049770 	lh.middletemporal
4.131730 68.673650 50.745460 	lh.middletemporal
8.646710 69.533610 49.069970 	lh.middletemporal
6.996430 74.750150 51.103540 	lh.middletemporal
16.092340 78.008030 46.394810 	lh.middletemporal
6.939560 67.693050 48.164090 	lh.middletemporal
7.162320 69.120390 49.248570 	lh.middletemporal
3.603210 64.721330 39.141980 	lh.middletemporal
6.019890 69.175740 52.587900 	lh.middletemporal
6.231220 69.553580 50.159330 	lh.middletemporal
4.483660 69.045310 51.809430 	lh.middletemporal
5.667990 63.166900 45.215170 	lh.middletemporal
5.340050 64.531640 46.211310 	lh.middletemporal
