# num_vertices: 51842
# num_edges: 426124
# min_x: -71.6522
# min_y: -122.577
# min_z: -30.2009
# Offset added
# min_x: 0
# min_y: 0
# min_z: 0
# min vertex degree: 6
# max vertex degree: 1246
# Vertices: 51842
# Add offset (x y z) to get original positions: (-71.652210 -122.577140 -30.200880)
# Position (x y z)	Area
68.527820 83.050470 65.814040 	lh.posteriorcingulate
70.561590 86.374070 73.421690 	rh.posteriorcingulate
71.667480 84.141130 92.389900 	lh.posteriorcingulate
71.496460 84.750870 94.769160 	lh.posteriorcingulate
71.664430 85.750400 91.556600 	lh.posteriorcingulate
71.916410 82.616870 84.379910 	rh.posteriorcingulate
71.183970 84.066540 89.483220 	lh.posteriorcingulate
71.364660 85.672560 89.941310 	lh.posteriorcingulate
70.880860 85.199280 86.923850 	lh.posteriorcingulate
71.520370 84.276060 92.711300 	rh.posteriorcingulate
72.083790 77.131100 78.808630 	rh.posteriorcingulate
68.426850 84.163430 64.932680 	lh.posteriorcingulate
71.372490 81.037800 86.660390 	rh.posteriorcingulate
71.067960 86.306240 88.408310 	lh.posteriorcingulate
71.981460 76.169860 80.915380 	rh.posteriorcingulate
69.776430 86.686860 72.151860 	lh.posteriorcingulate
71.156060 87.139480 95.061410 	lh.posteriorcingulate
69.212820 88.031530 95.964280 	lh.posteriorcingulate
71.123200 88.372280 94.194710 	lh.posteriorcingulate
71.469550 88.121540 92.458470 	lh.posteriorcingulate
67.711510 88.333420 95.645870 	lh.posteriorcingulate
71.099600 87.637870 88.243480 	lh.posteriorcingulate
70.573430 88.458780 85.627350 	lh.posteriorcingulate
69.031470 92.729690 78.429760 	lh.posteriorcingulate
70.220710 93.676990 80.582520 	lh.posteriorcingulate
70.268890 97.951240 80.358930 	lh.posteriorcingulate
69.968640 97.236430 78.609200 	lh.posteriorcingulate
71.015990 78.778920 74.120290 	rh.posteriorcingulate
70.590550 93.446850 79.881600 	rh.posteriorcingulate
70.994900 96.502130 76.129700 	rh.posteriorcingulate
72.933650 92.524200 100.220630 	rh.superiorfrontal
71.827360 93.085680 98.501930 	rh.superiorfrontal
71.563940 94.625020 102.941960 	rh.superiorfrontal
71.166620 95.503690 102.131260 	rh.superiorfrontal
71.035050 94.528570 98.395990 	rh.superiorfrontal
69.742760 89.265240 95.785030 	lh.posteriorcingulate
70.702530 89.416340 94.755060 	lh.posteriorcingulate
68.809550 90.788870 95.439830 	lh.posteriorcingulate
70.943580 91.070690 93.470810 	lh.posteriorcingulate
67.427460 90.197160 95.190840 	lh.posteriorcingulate
70.792790 88.893640 86.946270 	lh.posteriorcingulate
70.904560 84.205400 90.017490 	rh.posteriorcingulate
69.615750 87.684680 73.882800 	lh.posteriorcingulate
69.590820 90.395220 75.223840 	lh.posteriorcingulate
69.396030 98.028370 73.933630 	lh.posteriorcingulate
67.678460 131.783940 58.889000 	lh.rostralanteriorcingulate
70.133590 101.220370 75.152770 	rh.caudalanteriorcingulate
69.003550 103.015040 71.153740 	lh.posteriorcingulate
70.468300 94.711880 81.471920 	lh.posteriorcingulate
67.683040 94.565570 93.242850 	lh.posteriorcingulate
71.251810 94.256040 78.975520 	rh.posteriorcingulate
70.618990 96.233970 80.753000 	rh.posteriorcingulate
71.156080 96.010900 79.320150 	rh.posteriorcingulate
70.570660 98.300690 83.976940 	rh.posteriorcingulate
70.594290 97.758840 81.767320 	rh.posteriorcingulate
71.014400 96.820700 99.798740 	rh.superiorfrontal
69.602270 88.945100 73.969120 	lh.posteriorcingulate
69.344560 89.307890 70.067650 	lh.posteriorcingulate
73.180280 82.499940 66.317170 	rh.posteriorcingulate
69.702240 92.065460 94.042390 	lh.posteriorcingulate
66.160860 90.985210 94.467750 	lh.posteriorcingulate
70.660880 91.408820 84.825700 	lh.posteriorcingulate
70.656300 95.562130 83.882420 	rh.posteriorcingulate
69.690630 89.768810 72.773080 	lh.posteriorcingulate
69.655730 121.670460 62.442730 	rh.caudalanteriorcingulate
65.893260 92.824560 93.667160 	lh.posteriorcingulate
69.477440 90.316700 71.287380 	lh.posteriorcingulate
73.026760 93.958940 77.780030 	rh.posteriorcingulate
67.181000 93.756340 93.180400 	lh.posteriorcingulate
70.265460 91.854920 81.601910 	lh.posteriorcingulate
63.231270 91.888060 93.088930 	lh.posteriorcingulate
64.370010 93.001680 93.004440 	lh.posteriorcingulate
61.885870 92.389850 92.377770 	lh.posteriorcingulate
70.630900 92.567140 86.644860 	lh.posteriorcingulate
70.213780 94.603720 89.559390 	lh.posteriorcingulate
70.559330 92.185290 83.141620 	lh.posteriorcingulate
72.798790 84.197670 66.570640 	rh.posteriorcingulate
64.795720 93.588180 92.891550 	lh.posteriorcingulate
70.024100 95.410010 87.706570 	lh.posteriorcingulate
70.642720 94.022100 86.541240 	lh.posteriorcingulate
70.671530 93.634340 83.127870 	lh.posteriorcingulate
72.049500 84.479500 68.408050 	rh.posteriorcingulate
69.484040 107.643310 70.808270 	rh.caudalanteriorcingulate
71.637970 83.143040 69.331130 	rh.posteriorcingulate
62.809480 91.769010 94.251770 	lh.superiorfrontal
70.678290 95.122350 85.040430 	lh.posteriorcingulate
70.713770 94.942840 83.903850 	lh.posteriorcingulate
61.914670 92.887120 93.022270 	lh.superiorfrontal
61.822270 108.442500 98.990650 	lh.superiorfrontal
69.085780 108.184500 70.195160 	lh.posteriorcingulate
69.463110 100.317570 69.532480 	rh.caudalanteriorcingulate
66.433750 93.739270 93.416280 	lh.posteriorcingulate
64.641190 92.762140 94.034100 	lh.superiorfrontal
70.683310 95.930790 96.339600 	lh.posteriorcingulate
70.355090 95.522890 94.926120 	lh.posteriorcingulate
70.998610 97.492910 96.289890 	lh.posteriorcingulate
69.685760 95.295960 97.439110 	lh.superiorfrontal
70.861300 96.569630 93.681920 	lh.posteriorcingulate
68.782250 94.161940 96.437540 	lh.superiorfrontal
70.400190 94.002570 81.401460 	rh.posteriorcingulate
66.988900 93.236220 95.021850 	lh.superiorfrontal
69.367790 100.066380 86.023150 	lh.posteriorcingulate
69.477100 97.521350 98.278460 	lh.posteriorcingulate
70.276490 98.428480 97.380990 	lh.posteriorcingulate
69.201670 95.950970 98.288000 	lh.superiorfrontal
71.265370 98.188040 95.440680 	lh.posteriorcingulate
71.456270 97.672660 94.246180 	lh.posteriorcingulate
71.141910 100.018490 95.397210 	lh.posteriorcingulate
71.047730 96.910380 92.256930 	lh.posteriorcingulate
71.488770 99.068890 93.619210 	lh.posteriorcingulate
70.192590 96.559010 90.756450 	lh.posteriorcingulate
70.145390 100.043840 97.308060 	lh.posteriorcingulate
70.744060 100.938710 96.173500 	lh.posteriorcingulate
71.216950 100.264590 94.327680 	lh.posteriorcingulate
70.443980 102.512320 96.163530 	lh.posteriorcingulate
68.982210 100.307170 97.970490 	lh.posteriorcingulate
68.723460 101.452100 97.925720 	lh.posteriorcingulate
71.544580 99.332980 92.256540 	lh.posteriorcingulate
71.072380 101.741180 93.954520 	lh.posteriorcingulate
71.698470 98.277500 91.458530 	lh.posteriorcingulate
71.288250 99.052940 90.047800 	lh.posteriorcingulate
71.432240 100.910200 91.600450 	lh.posteriorcingulate
70.395150 98.071760 89.284410 	lh.posteriorcingulate
69.771260 100.027070 87.281660 	lh.posteriorcingulate
69.379770 101.627720 85.764700 	lh.posteriorcingulate
69.042680 102.333320 85.292140 	lh.posteriorcingulate
69.783220 101.588410 87.023220 	lh.posteriorcingulate
70.036570 102.395300 81.750870 	lh.posteriorcingulate
68.849800 101.490730 79.367010 	lh.posteriorcingulate
69.586560 102.762240 97.252190 	lh.posteriorcingulate
71.137850 100.924070 90.065870 	lh.posteriorcingulate
69.660560 122.700030 61.052490 	rh.caudalanteriorcingulate
70.973940 99.674650 93.569140 	rh.superiorfrontal
70.936510 90.565170 67.976750 	rh.posteriorcingulate
68.624730 103.711360 97.311580 	lh.posteriorcingulate
70.697280 103.068680 95.014080 	lh.posteriorcingulate
68.638610 105.290880 96.670070 	lh.posteriorcingulate
67.098470 104.215820 97.361480 	lh.superiorfrontal
71.231870 102.122700 92.589950 	lh.posteriorcingulate
70.758340 104.680760 94.467440 	lh.posteriorcingulate
71.232570 103.960970 91.896420 	lh.posteriorcingulate
70.596820 102.405890 89.314180 	lh.posteriorcingulate
69.928630 102.718180 87.747970 	lh.posteriorcingulate
69.596900 103.098850 80.495680 	lh.posteriorcingulate
70.891910 104.230240 90.155230 	lh.posteriorcingulate
69.483330 97.988640 99.606670 	lh.superiorfrontal
70.607480 105.169730 102.450480 	lh.superiorfrontal
69.710950 104.978110 86.942450 	lh.posteriorcingulate
69.861500 96.977740 53.525840 	rh.insula
70.245910 98.895010 53.804950 	rh.insula
71.373430 91.454510 65.616370 	rh.posteriorcingulate
69.224680 93.944330 53.450210 	rh.insula
69.388440 106.505760 95.846200 	lh.posteriorcingulate
70.292980 106.288340 94.852410 	lh.posteriorcingulate
69.277790 105.095080 100.277770 	lh.superiorfrontal
68.924070 105.969550 71.887130 	lh.posteriorcingulate
70.546300 105.497000 89.634900 	lh.posteriorcingulate
70.033540 105.932600 87.987200 	lh.posteriorcingulate
69.116330 105.900740 85.533950 	lh.posteriorcingulate
70.335910 89.713130 50.368320 	rh.insula
80.211620 104.779480 85.894390 	rh.superiorfrontal
69.947580 107.296560 87.999200 	lh.posteriorcingulate
70.293570 112.862570 78.288390 	rh.caudalanteriorcingulate
70.461680 113.507720 80.090260 	rh.caudalanteriorcingulate
70.491770 114.757360 76.427010 	rh.caudalanteriorcingulate
68.458540 109.287870 74.732130 	lh.posteriorcingulate
69.565050 98.877600 73.241690 	rh.caudalanteriorcingulate
69.830000 119.037900 66.264160 	rh.caudalanteriorcingulate
70.484700 112.322130 81.096330 	rh.caudalanteriorcingulate
69.589280 67.008890 121.178660 	lh.precentral
68.726610 68.649660 121.662580 	lh.precentral
67.155040 67.125060 120.677410 	lh.precentral
67.385820 68.625200 121.386500 	lh.precentral
65.566180 68.640190 119.843370 	lh.precentral
66.191460 69.411460 121.059420 	lh.precentral
68.897380 69.811630 122.533840 	lh.precentral
65.218710 70.848500 121.152480 	lh.precentral
64.593530 70.077230 119.936430 	lh.precentral
70.465290 70.344640 122.702450 	lh.precentral
70.684260 72.276970 123.572750 	lh.precentral
67.672740 71.353360 123.600890 	lh.precentral
63.263240 70.057960 117.248660 	lh.precentral
63.545040 70.735690 118.804650 	lh.precentral
62.131420 71.021960 115.723850 	lh.precentral
68.698230 72.852270 124.762870 	lh.precentral
65.869670 71.752170 122.522450 	lh.precentral
62.338700 72.887570 118.565670 	lh.precentral
70.141850 73.242860 124.566120 	lh.precentral
70.967920 74.839270 124.747040 	lh.precentral
67.951320 74.791760 125.811860 	lh.precentral
65.156980 73.071430 123.006920 	lh.precentral
61.157980 72.254300 115.244490 	lh.precentral
61.083460 73.443240 116.530310 	lh.precentral
58.996130 73.732770 112.872610 	lh.precentral
63.844270 73.875470 122.237170 	lh.precentral
66.213040 74.612140 125.135470 	lh.precentral
62.913630 74.570950 121.258300 	lh.precentral
64.123920 75.139750 123.789260 	lh.precentral
62.304870 74.312420 119.850730 	lh.precentral
60.530510 74.707260 116.409240 	lh.precentral
70.324050 75.926170 125.777260 	lh.precentral
68.750980 76.269230 126.644210 	lh.precentral
62.347720 76.762150 122.306530 	lh.precentral
61.252640 75.944450 119.230270 	lh.precentral
60.733520 75.783610 117.824130 	lh.precentral
59.875930 75.446020 115.348050 	lh.precentral
59.331660 75.400350 113.809360 	lh.precentral
57.507410 75.216480 110.481690 	lh.precentral
43.975240 75.949840 105.427390 	lh.precentral
67.879430 78.123760 127.457100 	lh.precentral
65.403780 75.747260 125.437480 	lh.precentral
65.144140 77.309620 126.300920 	lh.precentral
63.271750 76.718690 123.824100 	lh.precentral
60.957110 77.687620 120.119580 	lh.precentral
59.961370 77.323040 117.038650 	lh.precentral
59.526650 77.102270 115.670700 	lh.precentral
58.600460 76.761940 112.984520 	lh.precentral
57.960210 76.646820 111.313540 	lh.precentral
56.475920 77.117610 109.432070 	lh.precentral
63.522170 77.960120 125.221720 	lh.precentral
66.017480 78.691760 127.252630 	lh.precentral
62.603840 79.716390 125.183070 	lh.precentral
61.443430 78.246790 121.788280 	lh.precentral
59.728050 78.648820 117.582390 	lh.precentral
58.702640 77.871580 114.183230 	lh.precentral
48.215490 77.768610 105.343600 	lh.precentral
68.994440 79.168280 127.244320 	lh.precentral
65.067210 80.322770 127.483520 	lh.precentral
60.204780 78.853650 119.257170 	lh.precentral
57.765260 79.178460 113.516840 	lh.precentral
57.219570 77.661710 110.758340 	lh.precentral
45.058130 76.673540 107.215320 	lh.precentral
39.356690 76.555660 105.726330 	lh.precentral
69.038720 80.828240 127.270690 	lh.precentral
61.118770 80.264900 122.760530 	lh.precentral
59.369430 80.156240 119.701240 	lh.precentral
58.782980 80.076780 117.279210 	lh.precentral
39.164990 77.890260 111.310180 	lh.precentral
39.323510 77.522550 110.041480 	lh.precentral
40.201140 77.820330 112.225050 	lh.precentral
37.502090 78.533960 111.290660 	lh.precentral
41.967390 77.061140 109.745240 	lh.precentral
40.530600 77.052690 109.390540 	lh.precentral
42.642250 76.629120 108.409180 	lh.precentral
42.799460 77.463110 111.059420 	lh.precentral
37.809780 77.816510 109.044870 	lh.precentral
40.279310 76.648970 108.031770 	lh.precentral
43.995430 76.882250 108.751870 	lh.precentral
44.293850 77.440760 110.581180 	lh.precentral
46.423730 77.246600 107.700800 	lh.precentral
37.849690 77.634370 107.642490 	lh.precentral
36.806880 78.536840 109.702020 	lh.precentral
55.508150 78.260860 108.946420 	lh.precentral
46.876070 78.081150 109.930020 	lh.precentral
47.569980 77.664970 106.697080 	lh.precentral
39.111070 76.935590 107.279210 	lh.precentral
36.786590 78.464230 106.051320 	lh.precentral
37.337690 78.057680 104.405420 	lh.precentral
66.100080 81.913960 128.267760 	lh.precentral
63.275420 80.695830 126.494290 	lh.precentral
61.608090 80.868700 124.311890 	lh.precentral
42.573510 78.689740 116.192890 	lh.precentral
44.176020 78.658630 115.651410 	lh.precentral
41.742470 78.284540 114.686110 	lh.precentral
42.018360 79.119790 117.814990 	lh.precentral
44.348010 78.257650 113.892980 	lh.precentral
45.027150 79.085360 116.707670 	lh.precentral
40.349840 78.459880 114.718430 	lh.precentral
42.759080 77.920690 113.308720 	lh.precentral
39.573610 78.262850 113.442060 	lh.precentral
39.689810 79.089300 116.132540 	lh.precentral
38.282320 78.878240 113.921510 	lh.precentral
45.875780 78.547020 113.078990 	lh.precentral
41.992930 77.654600 112.124010 	lh.precentral
37.246960 79.080480 112.683850 	lh.precentral
38.411060 79.337730 115.487360 	lh.precentral
36.217860 79.807940 112.905920 	lh.precentral
56.922430 79.083710 111.762930 	lh.precentral
57.382630 80.179840 114.728810 	lh.precentral
45.809930 78.065490 111.273850 	lh.precentral
47.451560 79.144830 114.147420 	lh.precentral
55.892410 80.002760 111.120100 	lh.precentral
48.292940 78.796510 109.880200 	lh.precentral
48.641770 78.635960 108.027530 	lh.precentral
49.546740 79.644350 110.838800 	lh.precentral
50.136470 79.190800 107.116260 	lh.precentral
35.709890 79.497200 108.696820 	lh.precentral
35.650750 79.606720 106.448510 	lh.precentral
36.875250 80.097880 101.995880 	lh.precentral
37.477330 79.962220 100.438140 	lh.precentral
37.685170 80.817380 99.321820 	lh.precentral
67.927260 82.009900 128.017100 	lh.precentral
65.407110 83.843120 128.473540 	lh.precentral
63.019510 82.859800 126.831120 	lh.precentral
61.433760 82.610380 124.737020 	lh.precentral
60.124490 81.627860 121.843310 	lh.precentral
42.092760 80.157750 120.808260 	lh.precentral
42.594700 80.675680 122.030080 	lh.precentral
42.933280 79.503610 119.331600 	lh.precentral
40.399340 80.439110 120.561520 	lh.precentral
44.149830 80.628370 122.175400 	lh.precentral
42.081220 81.572810 122.950790 	lh.precentral
44.366010 79.710160 119.534390 	lh.precentral
45.109590 79.529920 118.388100 	lh.precentral
45.079570 80.316980 121.155240 	lh.precentral
39.512100 81.532300 121.482620 	lh.precentral
39.749850 80.009180 118.992200 	lh.precentral
40.690980 82.147000 122.650070 	lh.precentral
38.071210 81.536660 120.073450 	lh.precentral
59.205720 81.235550 120.660140 	lh.precentral
58.054970 82.516460 120.310830 	lh.precentral
46.674890 79.952360 118.361210 	lh.precentral
40.527290 79.344010 117.722320 	lh.precentral
38.060840 80.499000 118.505700 	lh.precentral
58.500540 80.799450 118.814390 	lh.precentral
57.618300 82.023350 119.255050 	lh.precentral
37.558480 80.082230 116.588380 	lh.precentral
46.775960 79.280010 116.017690 	lh.precentral
47.583370 79.771790 116.914440 	lh.precentral
49.075490 80.250530 117.159260 	lh.precentral
57.811020 80.520550 116.457750 	lh.precentral
36.212810 80.730610 115.890050 	lh.precentral
49.075510 79.712910 113.790290 	lh.precentral
35.845310 80.563190 114.384990 	lh.precentral
35.275550 81.889840 116.706770 	lh.precentral
34.687400 81.700060 113.715250 	lh.precentral
35.231110 80.407980 111.563180 	lh.precentral
34.914780 80.542000 109.572760 	lh.precentral
34.414010 81.638770 112.135030 	lh.precentral
54.728080 80.774470 111.825190 	lh.precentral
34.087560 82.180210 109.017270 	lh.precentral
35.452500 81.219620 104.923000 	lh.precentral
35.078790 82.832310 105.608370 	lh.precentral
36.445500 81.645920 102.603350 	lh.precentral
68.599820 83.356450 127.741670 	lh.precentral
60.141130 83.287140 122.590380 	lh.precentral
44.708950 81.575750 123.375420 	lh.precentral
43.553260 82.210570 123.809740 	lh.precentral
46.259810 82.218090 123.911730 	lh.precentral
43.894020 83.521430 124.619800 	lh.precentral
40.702990 83.453680 123.121650 	lh.precentral
46.854410 80.651770 120.888360 	lh.precentral
49.172870 80.735190 118.717970 	lh.precentral
47.706160 80.468460 119.239490 	lh.precentral
50.320890 81.457040 119.723570 	lh.precentral
37.346480 82.403670 120.023740 	lh.precentral
35.766540 82.511200 118.336920 	lh.precentral
38.023400 83.730660 121.503470 	lh.precentral
35.377630 84.040980 119.111540 	lh.precentral
49.877860 80.420320 116.689960 	lh.precentral
34.060840 83.010600 115.618710 	lh.precentral
56.634170 81.481470 117.122410 	lh.precentral
49.952650 80.276030 115.175060 	lh.precentral
51.274610 80.932670 116.806520 	lh.precentral
33.839150 82.988250 114.132240 	lh.precentral
33.455660 84.377680 116.441810 	lh.precentral
33.122290 84.289090 113.055480 	lh.precentral
55.356770 80.895760 114.833150 	lh.precentral
49.818630 79.979690 112.336620 	lh.precentral
33.770460 82.903240 110.745900 	lh.precentral
51.491310 80.620780 112.488730 	lh.precentral
52.129560 80.738320 111.054020 	lh.precentral
52.144950 80.867450 114.060070 	lh.precentral
51.075260 80.233690 110.003140 	lh.precentral
34.299590 83.207360 107.554350 	lh.precentral
38.477770 83.565360 99.160230 	lh.precentral
64.118220 84.415890 128.025000 	lh.precentral
62.173600 83.622040 125.945040 	lh.precentral
60.961090 83.666940 123.932720 	lh.precentral
47.628580 81.913000 123.170140 	lh.precentral
47.172360 83.958660 125.121170 	lh.precentral
45.163420 84.693850 125.351720 	lh.precentral
42.435040 84.191430 124.232430 	lh.precentral
48.013320 81.262250 121.724490 	lh.precentral
48.998130 83.147950 124.077230 	lh.precentral
39.540630 84.198620 122.613680 	lh.precentral
39.865040 85.582400 122.649370 	lh.precentral
50.014140 81.800800 121.082350 	lh.precentral
50.825480 82.949640 122.241890 	lh.precentral
37.715380 84.907590 121.069490 	lh.precentral
51.660620 81.740470 119.143430 	lh.precentral
58.398790 84.160060 120.464870 	lh.precentral
56.724930 82.261570 118.383410 	lh.precentral
55.001310 81.349350 116.438810 	lh.precentral
53.779330 81.614290 117.340670 	lh.precentral
54.446520 82.193090 118.485890 	lh.precentral
52.090760 81.304270 117.590140 	lh.precentral
51.349410 80.789460 115.291610 	lh.precentral
33.325940 84.264300 111.249360 	lh.precentral
53.396040 80.892370 110.729570 	lh.precentral
35.894490 84.873890 104.194290 	lh.precentral
37.122510 83.329940 101.762010 	lh.precentral
66.635380 85.194330 128.716510 	lh.precentral
64.133530 86.607100 128.355020 	lh.precentral
68.001010 84.611710 128.235290 	lh.precentral
69.199230 85.305850 127.093290 	lh.precentral
62.022880 85.337810 125.677710 	lh.precentral
61.140820 85.076340 124.173200 	lh.precentral
48.623950 84.508550 125.314620 	lh.precentral
49.812410 85.842490 125.730800 	lh.precentral
46.537130 85.041610 125.596140 	lh.precentral
46.957660 87.221540 126.168490 	lh.precentral
44.545060 86.137300 125.479320 	lh.precentral
42.889270 85.684050 124.639330 	lh.precentral
59.566810 84.538410 121.561250 	lh.precentral
50.194210 83.647150 123.792230 	lh.precentral
50.843830 85.325420 124.927620 	lh.precentral
52.112870 83.613170 121.793570 	lh.precentral
36.650600 85.109290 120.364400 	lh.precentral
38.906940 86.059310 121.743390 	lh.precentral
52.640220 82.747760 120.053880 	lh.precentral
34.282500 84.786690 118.304500 	lh.precentral
34.253940 86.157780 118.904970 	lh.precentral
53.737540 82.890360 119.645810 	lh.precentral
55.758210 82.708260 118.845020 	lh.precentral
54.470870 83.812670 120.238020 	lh.precentral
32.884890 86.226520 116.397810 	lh.precentral
54.114180 80.867090 113.719840 	lh.precentral
32.607750 85.534250 113.714340 	lh.precentral
33.339760 85.690990 110.271760 	lh.precentral
34.379130 85.616060 107.575240 	lh.precentral
38.099150 84.185630 100.407820 	lh.precentral
36.945210 84.945210 102.667580 	lh.precentral
37.921860 85.800910 101.313390 	lh.precentral
66.587660 86.766930 128.839370 	lh.precentral
62.100190 86.517250 126.169600 	lh.precentral
60.484720 86.211120 123.256570 	lh.precentral
45.343660 87.609480 125.799140 	lh.precentral
42.064950 86.579410 124.013010 	lh.precentral
40.897610 86.489740 123.062840 	lh.precentral
59.730250 86.053000 121.986960 	lh.precentral
52.869770 85.137030 121.933690 	lh.precentral
57.436670 85.547750 120.141460 	lh.precentral
36.696970 86.713800 120.188280 	lh.precentral
55.680800 83.640250 119.740020 	lh.precentral
56.122080 85.074350 120.009650 	lh.precentral
54.130450 85.193940 120.787330 	lh.precentral
32.532060 86.581200 115.326360 	lh.precentral
32.456410 86.916030 112.664560 	lh.precentral
32.984770 87.097580 111.029220 	lh.precentral
34.010820 86.552400 108.732450 	lh.precentral
35.135510 86.521560 106.525340 	lh.precentral
38.924910 85.793820 97.395160 	lh.precentral
67.991080 87.461640 128.387390 	lh.precentral
65.374700 87.605830 128.925300 	lh.precentral
63.010780 87.142760 127.611810 	lh.precentral
60.957960 87.591740 125.930600 	lh.precentral
48.477150 88.062630 126.508710 	lh.precentral
51.971580 86.162590 124.252950 	lh.precentral
50.075010 87.255880 126.330180 	lh.precentral
43.010190 88.336260 124.205460 	lh.precentral
59.981590 87.344430 123.847340 	lh.precentral
41.143830 87.967660 122.385500 	lh.precentral
58.927020 87.138260 121.254050 	lh.precentral
57.800410 87.010270 120.503790 	lh.precentral
35.396490 87.016550 119.534770 	lh.precentral
33.292850 87.187740 117.807110 	lh.precentral
55.096790 86.264580 120.481910 	lh.precentral
32.197760 88.106240 115.008800 	lh.precentral
32.181720 88.050120 113.194200 	lh.precentral
33.314480 88.483920 109.986930 	lh.precentral
34.078330 88.355560 108.649070 	lh.precentral
35.872730 86.154420 105.090370 	lh.precentral
35.287540 88.053910 105.668950 	lh.precentral
36.023700 87.685700 104.233980 	lh.precentral
37.474340 86.831700 100.540970 	lh.precentral
64.823120 89.099670 129.192910 	lh.precentral
62.247090 88.819470 128.041220 	lh.precentral
51.545150 88.096150 126.328670 	lh.precentral
52.410300 87.521010 125.054610 	lh.precentral
52.794000 86.166750 122.643500 	lh.precentral
44.634160 88.913090 125.152730 	lh.precentral
45.416170 90.946260 124.967380 	lh.precentral
42.415790 89.039660 123.014280 	lh.precentral
39.297480 87.081360 120.873420 	lh.precentral
38.153330 87.534150 120.023410 	lh.precentral
40.502840 88.081290 121.102070 	lh.precentral
41.190490 88.909420 120.113900 	lh.precentral
40.941120 88.826170 118.793070 	lh.precentral
42.369650 89.917680 120.434660 	lh.precentral
42.172850 89.310740 117.719920 	lh.precentral
39.666510 89.067510 118.765250 	lh.precentral
43.255110 90.273290 118.031060 	lh.precentral
42.303110 89.134660 116.350960 	lh.precentral
38.197740 88.809420 119.478210 	lh.precentral
57.079820 87.696350 121.309960 	lh.precentral
43.202540 90.795870 119.423830 	lh.precentral
44.150700 91.275450 117.083270 	lh.precentral
36.855750 89.724460 119.168420 	lh.precentral
39.484240 90.548910 118.401890 	lh.precentral
34.915580 88.437020 119.155620 	lh.precentral
43.431200 89.326000 115.309850 	lh.precentral
41.627430 90.126330 116.331500 	lh.precentral
33.584610 88.557870 118.237980 	lh.precentral
43.198530 89.929440 114.670820 	lh.precentral
44.197580 90.504240 115.732160 	lh.precentral
32.433850 83.930640 91.699160 	lh.precentral
29.393380 67.687640 68.323630 	lh.superiortemporal
26.556500 68.246440 80.958170 	lh.supramarginal
28.422670 65.028440 72.193850 	lh.supramarginal
31.949970 67.383400 68.291740 	lh.supramarginal
29.839330 67.970340 68.017460 	lh.supramarginal
26.555010 68.875240 81.082490 	lh.supramarginal
31.070300 68.328930 67.126270 	lh.supramarginal
27.599360 69.287970 80.063270 	lh.supramarginal
33.425400 84.478630 92.578080 	lh.precentral
30.715620 84.280790 92.244910 	lh.precentral
62.818350 89.776570 129.052040 	lh.precentral
60.754380 88.870710 127.327540 	lh.precentral
60.006730 87.689830 125.265270 	lh.precentral
58.717110 88.409430 125.753250 	lh.precentral
51.586810 89.444210 126.960260 	lh.precentral
48.353850 90.097250 126.718870 	lh.precentral
58.507060 87.872390 123.385030 	lh.precentral
53.601820 87.957710 124.204390 	lh.precentral
42.953960 90.161550 122.051600 	lh.precentral
58.206430 87.824340 122.060210 	lh.precentral
53.976850 87.439260 122.493310 	lh.precentral
44.121880 91.915180 120.249880 	lh.precentral
55.018970 87.480210 121.480330 	lh.precentral
35.449880 89.618030 119.135480 	lh.precentral
36.975410 91.465270 118.826690 	lh.precentral
34.271300 90.632190 117.855610 	lh.precentral
33.194800 89.927830 117.231280 	lh.precentral
42.244200 90.867500 115.347640 	lh.precentral
40.570630 91.318630 117.491750 	lh.precentral
32.515620 89.625570 115.431310 	lh.precentral
43.985160 90.449300 113.532880 	lh.precentral
32.498520 89.568380 113.616700 	lh.precentral
44.932070 90.905140 113.213290 	lh.precentral
43.719490 91.507160 112.879030 	lh.precentral
33.694340 89.649340 108.084350 	lh.precentral
32.930490 89.776590 109.421090 	lh.precentral
46.519990 90.875040 108.823670 	lh.precentral
45.615840 90.724890 110.077150 	lh.precentral
46.504230 92.095670 107.628250 	lh.precentral
36.264900 87.966380 101.980670 	lh.precentral
37.712570 86.792300 98.532460 	lh.precentral
36.299480 87.933680 97.769280 	lh.precentral
36.132870 87.814970 96.067450 	lh.precentral
31.757150 86.876040 96.286750 	lh.precentral
30.607030 86.861800 96.424540 	lh.precentral
32.491120 85.968150 94.997360 	lh.precentral
32.890010 88.047820 96.954420 	lh.precentral
29.331520 86.070750 95.411410 	lh.precentral
29.959960 87.724820 97.682210 	lh.precentral
27.802360 86.777210 95.993150 	lh.precentral
26.270100 86.783590 95.423540 	lh.precentral
28.345960 87.587840 97.369400 	lh.precentral
29.341000 85.368810 94.157660 	lh.precentral
26.021190 86.427430 94.057810 	lh.precentral
24.934520 88.071490 96.085300 	lh.precentral
27.562940 85.719120 93.373680 	lh.precentral
24.624340 87.300780 93.811950 	lh.precentral
30.888350 84.894300 93.518660 	lh.precentral
27.880000 85.517940 92.119080 	lh.precentral
32.379990 85.117970 93.811990 	lh.precentral
26.869040 86.288060 91.205630 	lh.precentral
25.136050 87.328280 91.315450 	lh.precentral
35.389690 85.938330 93.248130 	lh.precentral
65.247040 90.126120 129.518390 	lh.precentral
62.445460 91.381060 129.180980 	lh.precentral
59.719540 89.727260 127.744960 	lh.precentral
58.633400 89.167870 126.834870 	lh.precentral
